no.,author,date,rating,review
11,Steve,Reviewed in the United States on 13 March 2024,1,"I purchased this CPU bundled with the ASUS TUF Gaming Z790-Plus WiFi motherboard. That started me chasing my tail for 3 weeks. I ended up soliciting the help of Geek Squad as they had the spares needed to make a proper evaluation. After 5 motherboards (2 manufacturers) and 4 i9-13900K CPU's. We finally found a winner. According to Geek Squads' advanced support, Intel has had a recent production problem with this CPU. They say it's not uncommon to go through 4 or 5 CPU's before finding a good one. Well I saw it with my own eyes. Intel has always had such a good reputation I was reluctant to reach that conclusion. But apparently this is the case. I understand that previous generations are not affected."
12,Alec R.,Reviewed in the United States on 11 May 2024,1,I have this CPU still because I spent a bunch of money on it. It over heats and overclocks itself. Not stable even after I undervolted and overclocked it. I messed with my bios too to try and help it also got a AIO cooler and new case for it. Nothing works terrible purchase and it has been too long for my protection plan it ran out its a big shame.
13,Mr. T,Reviewed in the United States on 15 April 2024,1,"I could not get a signal to o my monitor from my new computer build. Finally took entire computer to professional computer repair shop and it was determined that the brand new Intel CPU chip was D.O.A. Because it took me 31 days to learn how to assemble a computer by watching YouTube videos and then get it diagnosed by a computer shop, I had to eat the cost of this worthless chip. There is no excuse to have such bad quality control on such an expensive item."
14,Brian Hagen,Reviewed in the United States on 29 February 2024,1,"Worked fine for 4 months then it started crashing and freezing.  It destroyed the OS kernel and the OS had to be reinstalled.  I finally had to take it to a local computer repair place and $400 later in attempts to diagnose all of the components and fix it, it turns out that this cpu won't work properly with c-states enabled.  C-States tells it to stop sending power to cores when they aren't in use.  This means my computer won't be able to go to sleep or hibernate.  It's either on or off.  They suggested I get the cpu replaced but of course, its past the exchange time."
15,Vans,Reviewed in Canada on 7 May 2024,1,The box was open and tried the cpu not booting and no display
16,Mark R,Reviewed in the United States on 27 August 2023,1,Processor was fulfilled by Amazon and was dead on arrival. Tried it on another known good motherboard and it still didn’t work. Returned the processor per the instructions and the refund was supposed to be issued by the 27th of August (almost 3 weeks) the 27th has arrived and Amazon has changed the refund date and tacked on another 3 days and now says a refund will be issued by the 30th. Enough is enough! I want my money back for an item that didn’t work! Do I have to reverse the charges with my bank?
17,Bitronic,Reviewed in Canada on 9 December 2023,1,The Intel 13th gen CPUs have been a big disappointment. I originally had a faulty 13900KS which intel replaced with a 13900K and they refunded the difference of the 13900KS because they had none in stock. That was a loss of my original savings and no compensation by Intel. Next system will be an AMD for sure.
18,keli,Reviewed in the United States on 25 January 2024,1,I am currently in the process of replacing this cpu since mine is defective. Read the threads and do research into how people have constant issues with these crashing. Upgrade to the 14th gen and skip the chance of a defect.
19,Michael C.,Reviewed in the United States on 9 April 2024,1,CPU caused blue screen issues non-stop
20,Jaxxy,Reviewed in the United States on 19 July 2023,1,"I've just about had it. It takes about an hour and a half to uninstall old components, install new ones, and then inevitably have to reinstall old ones. I have wasted SO MUCH TIME because I've been shipped 3 dead CPUs by amazon to this date. This is my only outlet."
21,Efren P.,Reviewed in the United States on 24 March 2023,1,"What I dislike? You would think that you will not get a bad CPU from a reputable company, makes it more difficult to troubleshoot when building a computer with limited resources. This is the last component that you will think that it will go bad when troubleshooting. With this experience I have to give it a one star although it worked flawlessly after it was replaced."
22,Chris L,Reviewed in the United States on 26 October 2023,1,arrive dead on arrival. worked with intel for a while to troubleshoot post issues but no luck. turns out being a DOA..
23,Mumen R.,Reviewed in the United States on 23 May 2023,1,"The CPU I received was not even LGA1700 and it was clearly used, I could see clearly remaining thermal paste and the label on the chip is completely erased"
24,John,Reviewed in the United States on 14 September 2023,1,"Non functional CPU , scaammer company"
25,Anthony,Reviewed in the United States on 14 June 2023,1,Not sure if Quality Control is out the door for intel but the speeds on my chip were atrocious. It ran slower and took more power than a 12700k.
26,Douglas Pilcher,Reviewed in the United States on 23 May 2023,1,Sent opened processor. Was defective and returned and shows received on May 17th and still no refund has been issued.
27,陳宏銘,Reviewed in the United States on 25 April 2023,1,totally a scam
28,Leon,Reviewed in the United States on 20 March 2023,1,default frequency cannot pass r15
29,Daniel Colmenares,Reviewed in the United States on 29 November 2022,1,Dead on arrival.
30,Mas,Reviewed in the United States on 5 January 2024,1,"This is my experience, I doubt that this is actually a problem with the processor itself, and more compatibility issue of the motherboard that I put it on, but I expected because it ran on 400 and 500 series motherboards that that meant that since mine is a 400 that it would run on it, I was wrong, the PC would not post when I put this processor on, I tried exchanging for another, and it did the same thing PC would not boot at all, it would go into a turn on then off then on then off then on then off then on then off cycle where nothing would actually show up on the monitor just my case fans would light up and then turn off and then light up and then turn off. So I don't know if the problem is with the processor or if I have a board compatibility issue, but I think I should not have had a board compatibility issue, and I have a 900 W power supply so there's no reason why there wasn't enough power to boot, I also used a liquid cooler so it should have had zero heat problems. I put a 12,900K on my motherboard from a 12700 KF which is what came with the computer, and the 12900K boots just fine. I am running a Lenovo legion t5 Gen 7. Should be compatible I don't see why it wouldn't be, but I have yet to try any other 13th generation processors to find out."
31,John Wolf,Reviewed in Canada on 14 March 2024,1,This CPU quit after four months. I cannot get in touch with Amazon customer support nor can I connect with anyone at Intel. Very disappointed to say the least. The CPU was installed according to specs and has never been overclocked nor has the voltage been altered.
32,David Hoyes,Reviewed in the United States on 7 November 2023,1,This CPU arrived DOA . For all the years I have been building PC's Gaming Rigs and Workstations I have never got a DOA CPU . Mother Boards and Ram sure but not CPU's . This is the first Intel CPU i have bought in nearly a decade and I got a brick a long RMA process because I'm outside the return window and a machine waiting for a CPU that has from what I can tell from other reviews cores that die for any number of reasons .  Bad work Intel . I won't be signing up for more of this .
33,Amazon Customer,Reviewed in the United States on 30 May 2024,1,Not even worth throwing away money to buy. Stay away from this!
34,Amazon Customer,Reviewed in the United States on 24 February 2024,1,"The processor, this model of processor, was built with flaws.  To make it function without receiving ""OUT OF VIDEO MEMORY ERRORS"", which makes no sense.  I had high hopes for this processor.  I am terribly disappointed.  I am going to RMA this hunk of metal."
35,Anthony James Todorov,Reviewed in the United States on 31 January 2023,1,"I'm running 2x 420mm by 60mm radiators with a 4000rpm d5 pump and a high end waterblock and it idles at 55c. Throttles within 30 seconds of running cinebench. I'm so upset that I decided to go intel instead of amd. Literally sunk well over $2000 on aio's and fans and eventually a new case and custom loop just to get NORMAL TEMPERATURES and not throttle nonstop.. and there's been no improvement at all. I've reseated it probably a hundred times by now trying every thermal paste there is, with every method of application. It's not fair that I've had to invest thousands into Intel to be left with a useless machine. Do not buy this chip or anything from Intel."
36,Ethan Bruning,Reviewed in the United States on 25 February 2023,1,Product will not boot and overheats
37,zach,Reviewed in the United States on 30 November 2023,1,WILL NOT WORK NEED SOMEONE TO CALL I HAVE TRIED TO GET SUPPORT GUESS NOT GONNA HAPPEN
38,Amazon Kunde,Reviewed in Germany on 25 December 2023,1,Betrug! Nur Box ohne Prozessor Intel Core i9.
39,jojo68,Reviewed in the United Kingdom on 30 January 2024,1,"Dont buy this CPU you'll run into numerous BSOD, applications crashing, games closing without warning. Seller refused RMA even though the issues I mentioned have been happening since day 1. Returned to Intel (Took 2 weeks to arrange, a LOT of hassle) and received a replacement after a day = no more issues."
40,Katik,Reviewed in Germany on 17 May 2024,1,"Ziemlich enttäuschend schon beim Anblick: Verpackung sieht ziemlich mitgenommen aus. Man merkt, dass es nicht neu ist. Dennoch war sie verschlossen und ich dachte mir nichts dabei - bis ich es öffnete und NICHTS drin war. Was ist da los? Direkt Rückerstattung beantragt. Eigentlich 0 Sterne."
41,Maxaad,Reviewed in Germany on 3 May 2024,1,NOT working says memory missing and cant launch any games even after i reset the pc.  after  bit of research online alot people experiencing the same issues
42,Laurent W,Reviewed in France on 29 September 2023,1,"Processeur acheté en Avril 2023. Depuis, des problèmes récurrents de BSODs (crashes Windows), des applications et des jeux qui crashent. J'ai perdu des semaines à tester pour vérifier s'ils s'agissait de ma RAM, carte mère, etc... Ce n'est que dernièrement que quelqu'un m'a indiqué que ça pouvait être mon i9-13900K, notoirement connu pour avoir des problèmes avec les applications en multi-threads. J'ai donc poursuivi mon investigation et demandé des avis sur Intel Community et Reddit : j'ai eu confirmation que de nombreux i9-13900K sont défaillants, et j'ai pu moi-même vérifier que c'était le cas du mien. Beaucoup de personnes parlent de ces problèmes avec le i9-13900K sur internet (Intel Community, Reddit, forums, etc.). Conclusion : un processeur à 650€ qui n'est même pas fiable et Intel ne me propose pas de retour. J'irai chez AMD la prochaine fois !"
43,jeff,Reviewed in the United Kingdom on 3 April 2024,1,worked fine for 5-6 months then broke down
44,Dominik Konter,Reviewed in Germany on 29 November 2023,1,Selling a 3GHz tras as 5.8GHz for the same price as the newest 6GHz i9 🤬😡
45,Tianyi W.,Reviewed in the United Kingdom on 26 May 2023,1,"CPU arrived in packaging seal but the CPU is clearly used, not only that, the CPU itself has been delidded and replaced with Intel Celeron G6900. I did some troubleshooting including updating BIOS to the latest version, uninstalling the processor devices from device manager. But all evidence point to this being a scam!"
46,Taqu,Reviewed in Germany on 12 August 2023,1,Mir wurde das hier geschickt statt einer 600€ cpu. Ich habe eine rückerstattung angefordert und hoffentlich grieg ich mein geld zurück! so ein witz genauso wie die lieferung
47,Anita N,Reviewed in Spain on 1 December 2023,1,"Lo estoy devolviendo aunque la recogida no llega desde hace dos dias, parece ser que este procesador le ha dado problemas a mas de 1"
48,eddy n.,Reviewed in France on 12 April 2023,1,"la boite est arriver vide , c'est normal ? deux commande , deux fois des boites vide, attention arnaques !"
49,Lulu,Reviewed in France on 2 April 2024,2,"CPU en panne dès le début, ça m’a coûté un diagnostic chez un pro à 60€ pour trouver la panne, Intel m’en a renvoyer un autre mais reconditionné. En claire, j’ai payé 60€ plus cher que le prix du neuf un CPU reconditionné."
50,Umberto,Reviewed in Italy on 19 May 2023,2,"Purtroppo prodotto difettoso, ho chiesto il reso"
51,Randall,Reviewed in the United States on 6 April 2024,2,"Since I bought this processor, I have had nothing but trouble. I wish I'd just returned it, but I had rose-tinted glasses. It couldn't be Intel's fault, I mean, I've had dozens of intel CPUs over the years, and never had a problem. But this thing.... How do I know IT is the problem? When I set CPU affinity in Task Manager and limit the number of cores software has access to, everything runs fine. Slicing, games, my frigging web browser even! But if I unlock those applications and go 'all cores', stuf crashes left and right, the CPU bluescreens regularly, simple things like comfyUI crash the browser just by clicking on a node. HellDivers 2 can only be played between 2 and 10 minutes without crashing. All bets are off if I have 4 players. Just avoid this model. Get a different one or wait for the next iterationl."
52,Dan,Reviewed in the United States on 6 September 2023,2,"I tried this CPU with and without a motherboard contact heat sink + Corsair H100x RGB Elite Liquid CPU. Although baseline is about 33C on HWINFO, when using Cinebench -- it eventually starts thermal throttling after starting at 85C Peaks at over 360W, for just the CPU -- so this CPU needs a professional cooler, as the two fan cooler was working but just couldn't keep up with how insanely hot this thing runs. I tried using everything, from different thermal pastes and liquid metal -- all of which failed. Most people probably buy this CPU and have no idea that it's beeing throttled during benchmarking. I was sadened by all the posts on redit mentioning to undervolt or turn off multicore optimization, lol... Great CPU if you don't care about electricity and have a great cooler."
53,M.C,Reviewed in the Netherlands on 13 May 2024,2,It's not Amazon's issue but the processor I bought is faulty. I'm experiencing crashes while playing games. It's so annoying and so time-consuming. I had so many stressful moments because of this.
54,Bushcrafter1984,Reviewed in the United States on 26 December 2023,2,"Took me forever to figure this out, but I can't reach rated speeds on my 13900k due to throttling. SP 111/88 = 103 Cooling: 170 When the throttle happens, both P-cores and E-cores drop, causing performance hits in normal tasks as well as games. ASUS motherboard at default settings attempts to send extreme amounts of voltage to the CPU (1.4+) in order to reach boost rating (no XMP). This has literally been the most difficult processor to reign in heat I've had to deal with in my 30 years of computing, AMD is starting to look good I guess (which is why I switched to and have remained with intel for 20 years, AMD ran hot back in the day). Apparently even the 14900k's are having issues. It's power hungry It's hot Not enough surface area to cool appropriately without risking your warranty Literally every solution I've seen involves doing things Intel recommends against. Intel: Some help would be appreciated."
55,Bradley Hart,Reviewed in the United States on 10 October 2023,2,"I've had nothing but issues with this processor. It's a personal heater, causes tons of crashes, and can even blue screen from time to time. I've installed many processors and built plenty of PCs and i've never had any issues. For whatever reason i've had and heard of a lot of issues with the 13th gen. I hope this is only me and a select few rather than the product just being bad. I've always been an Intel and Nvidia user so trust me when I say I really wanted this to live up to the great reviews. Wouldn't recommend using this unless you have a good 360mm AIO."
56,Cina Galloni,Reviewed in the United States on 8 May 2023,2,"Performance leaves much to be desired at this price point. Fastest gaming CPU on the planet when I bought it (other than their special edition), but when you’re paying this much it better predict my every move and leave me with no processing time. Truly absolutely ludicrous pricing, same unreasonable pricing as NVIDIA. Buy a different intel CPU at half the price for a 5-10% performance difference instead. Same chips, different manufacturing luck."
57,Sean Bowl Fan,Reviewed in the United States on 9 June 2023,2,"This chip has cooling issues in gaming. Full stop. Really you should be looking at AMD X3D chips if you want the god chips, and if you want to stick with intel for reliability, the i5 does not bottleneck the 4090. If your cooling is TOP NOTCH, you will bottleneck a powerful graphics card via throttling. If you want a lot of cores for some reason though, its pretty cool."
58,albert,Reviewed in the United States on 16 November 2022,2,Overpriced
59,Srimanth,Reviewed in India on 10 November 2023,3,"It is working almost same as my 10 yr old DELL XPS laptop, swapped with a SATA SSD, and i7 second gen processor. I don't know whats improved. But it's doing its job I guess.. in my 2 weeks of usage I have seen it's temprature rised above 80°C once. Wasn't expecting that from current refined and powerful generations. I am using liquid cooling on top of this. And yet it hit 80°C. What I was doing when that happened was trying to open a game. And one thing that I missed was to disable the integrated graphics because I have dedicated GPU. It was just for a moment the CPU was used during the game launch and after it started using the GPU. But until that switch happened, under less than a minute of CPU usage, it reached to 80°c. I mean since these are premium products, there should be some protection layers blocking such usages, and close the programs instead rather than hitting its performance. But anyways, I disabled the integrated device and then it's all smooth. Everything normal except for that one instance explained above. Parallel processing is still shitty though with Windows OS. Same kind of processors on Mac before Apple silicon came in were working more efficiently. So I guess it's prob with windows OS, but not processors."
60,Papu82,Reviewed in France on 2 August 2023,3,"colis  déchiré ,on croirait que l'on a cherché à voir l'interieur. on verra au montage"
61,Carlos Canales,Reviewed in the United States on 26 May 2024,3,"So, first thing's first. This is a genuinely powerful CPU that's been able to handle basically every task that I've thrown at it. It runs demanding tasks like encoding and gaming with ease. Now with that out of the way; Thermals. This thing gets hot, and I mean REALLY hot. If you're going with air cooling I strongly recommend a double tower, six/eight pipe Air cooler like the Corsair A115 or a Cooler Master MA824. If you are going the AIO route, anything LESS than a 360mm AIO will under perform. For that, go with any 360mm AIO from any brand of your choice. If you have the space, go with a 420mm AIO for the best results. Finally, there has been recent reports of CPU degradation and instability when using this CPU. I am using this with an asus ROG STRIX Z790-H motherboard and it basically JUICED the CPU like no tomorrow until I applied intel's Power settings for this CPU. This likely is the cause of the degradation. Be sure to check intel's website for recommended power settings. Also check your motherboard vendor for any bios updates as Intel has confirmed that many motherboard vendors are running the i9 13900k CPU out of intel's specifications. In conclusion here's my personal experience: The CPU functions, but I can not use Asus' AI Overclocking feature as I get a BSOD with the CLOCK_WATCHDOG_TIMEOUT error and apps will randomly crash. You probably shouldn't use any AI assisted overclocking feature if you can help it. Even running this at stock, there is still a substantial amount of performance in this CPU. If you have an older rig and are looking to upgrade your CPU, I would just wait for Meteorlake or just go with AMD. Final note: I am not using a contact frame on my motherboard for my CPU."
62,IndyToronto,Reviewed in Canada on 31 May 2024,3,"We set up multiple computing servers to run heavy video processing algorithms essentially continuously everyday - to make a long story short, we liked how fast this ran compared to the i7-11th gen we had from before. The surprising thing is one day among 8 essentially identical machines, we noticed one desktop that seemed much hotter than the others.  We hooked up measurement of power draw and temperature readings of the CPUs and was shocked that this one was drawing 450W as others were showing < 200W.  And temperature went up to 100C while the others were at 70C. One system had a glitch where if you ran python and import numpy, it would reboot.  We determined the problem was that PSU only supported +12V rail at 20A.  We switched to a 600W PSU that supports +12V @50A and it worked flawlessly.  So watch out that your PSU supplies sufficient amps at +12V. Ordered a replacement, replacement brand new would not boot up.  We swapped back old CPU from, and it boots up but runs hot again.  This one we had to reduce workload to 75% of other systems to cool it down. So 2 out of 10 desktops are defective  This is a huge surprise.  These systems had no GPU, only motherboard, 64GB of DDR5, and an SSD.  Has anyone else seen this?"
63,Eddy and Amelia,Reviewed in the United States on 3 August 2023,3,Built my new pc. Thermals on the chip were high. Over 100°c when benchmarking. Kept shutting down the system. Trouble shot my mobo/aio/bios for a couple days. Rralized it was a hot chip or a bad heat sensor in it. Got the new one today. 81°c  uder full load. Never know what ur gunna get. Now i get to wait 30 days for my money back. At least its sorted.
64,Alex,Reviewed in the United States on 4 April 2023,3,"""911 whats your emergency?"" ""My cpu caught my house on fire"""
65,Caleb Jackson,Reviewed in the United States on 4 April 2023,3,Received CPU opened and used.
66,Davide,Reviewed in Italy on 13 April 2023,3,"Una volta per il montaggio video si preferivano gli xeon perché avevano più core che suddividevano il carico del calcolo, tuttavia per effetti e vfx gli effetti vengono renderizzati da singoli core perciò è meglio avere più frequenza su singolo core, tuttavia questo processare è un mostro in tutti e due anzi devo dire 3, puoi farci di tutto ve lo posso garantire, però devi abbinarci altri componenti di tutto rispetto.  Per un professionista e anche economica rispetto ad alternative professionali , ovviamente però se si mette mano al portafoglio (perché si questa cpu è costosa per una fascia consumer) bisogna metterla per bene."
67,kamil,Reviewed in the United Kingdom on 19 July 2023,3,"80 c when gaming on some demanding titles.... sheesh especially when i paired it with a 660f like a moron. and not its not my cooling, probably far more expensive than yours. so im guessing deficient"
68,Chaosdsm,Reviewed in the United States on 9 March 2023,3,"Even with a premium water cooling AIO utilizing 2 of the most powerful 140mm fans on the market (Noctua NF-A14 ippc 3000RPM PWM) cooling my radiator, this CPU hits 100C (thermal throttling) in about 2 seconds at full load on all 32 threads in Cinebench R23.  While my AIO does allow it to run at 5700MHz at 100C, the CPU is using over 330 Watts at that speed & delivering an impressive Cinebench score of 41697.  Basically it's too much CPU for any cooler on the market.  Even manually clocking the CPU at 4500MHz cap sees temps at 92C with fans on 100% speed. To get a decent daily use speed that doesn't drive the fans at freight train noise levels, I have to manually down-clock the CPU to 3500MHz which still gives great gaming performance, but keeps the fans down to about 60% fan speed. While the CPU is great for video editing, I don't think that it's worth the premium price over the 3GHz 13900K processor.  Wish I had saved some $$$ instead of going for the higher clock rate....."
69,Rip,Reviewed in Canada on 7 October 2023,3,Very fast CPU……….if you can keep it from throttling. Requires at leadt a 360mm AIO to even attempt to cool this thing. Pretty sure even the best air cooler would be overwhelmed. Intel needs to control their power draw and heat. It ois becoming an issue with their high end chips. It’s also way overpriced for what you get.
70,Doomsauce,Reviewed in the United States on 15 April 2024,3,"This is an amazing processor, however I went through two defective, factory new, 13900KFs before I got one that actually worked. The errors from the defective chips ranged from flat-out not working to symptoms that resembled defective memory(which it wasn't as I had 3 sets of ram and 4 seperate M.2's to test). Roll your dice and hope you get a good one. Intel RMA took about 3 weeks per defective processor."
71,Cranky Customer,Reviewed in the United States on 1 March 2023,3,"Liked everything about this item except for the packaging.  The CPU was inside the plastic protector but not secured inside the Intel branded box that the manufacturer placed it into.  When I received the package it made a sound like marbles dropping onto a glass top table!  I thought it was the end of the line for the CPU inside.  Wanted to send it back, but thought ahhhh, just give it a chance.  I did and it works fine.  I did take 2 stars for the lack of a decent packaging job by Intel.  For these prices, we are paying for better!"
72,ludax,Reviewed in Canada on 15 April 2023,3,Even with a strong water cooling
