no.,author,date,rating,review
34,2sofakinggreat,Reviewed in the United States on 2 January 2023,5,"So far this thing is great! I upgraded from the 9900K and this has been a noticeable difference. I'm still in the process of updating drivers and reinstalling some software. I haven't done any overclocking so the Cinebench score and temps are straight stock settings. After seeing all the info on how hot this thing can get I added the Thermalright contact frame. It was a breeze to install. I watched the Gamer's Nexus video about this frame and followed their directions. For the motherboard I went with a MSI Z690 MPG Edge Wifi DDR4 so I could reuse my current RAM. I had to order a LGA 1700 bracket for the NZXT Kraken X73 AIO. I ordered both the frame and the LGA 1700 mount from Amazon and both arrived fast and were exactly what I needed. So far my temps are staying in the general range of my 9900K. I'm planning to do a little gaming this week with it so I'll have a chance to see how it does under my daily use. I also do a bit of Premiere and After Effects so I'm looking forward to seeing how it works there as well. Overall, this is probably way more processor than I NEED. I was still able to do what I needed to do with the 9900K. I built the 9900K in 2020 during the height of the astronomically high PC price wave. I ended up getting this processor for about $100 less than I paid for the 9900K two years ago. So the price-to-performance upgrade for me was a no brainer. If you want a fast processor at a reasonably decent price, this is a great one to get. Just be aware you will need to pay attention to your cooling."
35,Alvaro Iraheta,Reviewed in the United States on 19 March 2024,5,Calidad y precio
36,Vernon Hendon,Reviewed in the United States on 26 November 2023,5,"It took me less than 15 minutes to take out my current 1700 series CPU (i7 12700K) and add in this new one.  Removed the AIO cooler, cleaned off the thermal paste, applied new past after inserting and wala' it's up and running like a champ.  I'm not a gamer, so yes I understand it's not a huge bump in performance for those applications. Video Editing is another story."
37,aleqsandre1999,Reviewed in the United States on 4 March 2024,5,works perfectly under load. work mostly on architecture and rendering
38,Martazcoleman,Reviewed in the United States on 11 September 2023,5,"Are usually go for the best products and it was a mistake for my first PC build I chose this chip and I didn’t know it runs that hot I built my PC I had enough fans but I had a 240 mm radiator I want a Micro Center and had to get a 360 mm cooler from the pool. The temps were at 89 to 92°C after the deep cool AIO under stress, test and bench testing the temp stay under 60°C , other than that I game hard on it and stream and the CPU usage never goes past 30%. It’s pretty overkill but that’s how I like my PC."
39,MSA,Reviewed in the United States on 7 August 2023,5,"Purchased this for my new rig as opposed to an i7 based on price point at time of purchase (this was actually cheaper than the i7). Paired with RTX 4060TI 8GB. NO regrets. This can handle anything I throw at it, without issue (gaming wise) and never goes above 50/55C (not overclocked and cooled with 240MM AIO from Corsair) Idles around 32/33C Very responsive with plenty of clearance if I ever want to OC this guy. Heat was a concern after reading reviews and only having a 240MM radiator (sitting over a 4060Ti), but no issues - heat or performance) at all. Great time to buy with new gen just arriving recently."
40,Levi Biddle,Reviewed in the United States on 4 January 2024,5,If someone ever asks you 'what is a GPU bottleneck' buy them a 12900k lmao. It's so good.
41,Derek Wilson,Reviewed in the United States on 2 November 2023,5,"I love the Intel i9 unlocked processor. I have always used Intel and will continue to do so. All of my games operate smoothly, the graphics are amazing used with the correct moniter and Gpu. In my opinion Intel beats Ryzen hands down."
42,Joseph McMillen,Reviewed in the United States on 17 November 2023,5,"the CPU run fast and stays cool, the performance was great ,test run at 5.2Ghz the temperature not over heat.run with my  solidworks software that cpu was great."
43,Joseph Allen,Reviewed in the United States on 22 September 2023,5,This thing was so patient with me as I turned it on without a cooler several times because my pump was failing. Sure it shut off when it hit ~102 Celsius but there was no long term damage and now it serves me well with a working pump. We love to see it.
44,soaknewe (so can you),Reviewed in the United States on 14 August 2023,5,"Using this to serve movies and shows using PLEX, handles continuous recording of several 4K surveillance cameras using Blue Iris, runs a web server (just for family), and controls a Z-wave home automation program involving several nodes. I also use it listen to my collection of music. It does all of these tasks (along with other minor things) without a sweat. Generally it keeps under 15% utilization. Thank you Intel!"
45,torreon49,Reviewed in the United States on 24 September 2023,5,"Bought this CPU on sale, and it runs fast and stays cool. Mine is running at 5.2 ghz with temps in the 40's on AIO on an ASRock Z790m ITX. I am super impressed at this combination of speed and reasonable temps. Have not gamed yet, but I expect killer performance!!"
46,Metragoon,Reviewed in the United States on 10 January 2022,5,I only used laptops up to this point and this is my first PC build however I got this processor specifically for Workstation class computation and high performance gaming. The Core i9-12900K is blazing fast and uses very little watts for gaming mostly hovering around 65W~80W in the games I have played so far. It renders 3D projects at such a speed I hardly have time to do something else before it is complete which is a great change of pace. I would say the Core i5-12600K is better geared for gaming and this is much more geared towards production or enthusiast class gaming. I highly recommend this processor or anything in the 12th gen Alder Lake family. Full System Specs: ・ASUS Prime Z690-A ・Noctua NH-D15 Chromax Black ・Intel Core i9-12900K 5.2GHz ・NVIDIA RTX A5000 24GB ECC ・G.Skill Trident Z5 RGB 32GB 5600MHz ・Samsung 980 PRO 2TB M.2 NVMe ・Samsung 970 EVO Plus 2TB M.2 NVMe ・Samsung 970 EVO Plus 2TB M.2 NVMe ・Samsung 970 EVO Plus 2TB M.2 NVMe ・EVGA Super Nova G5 850W 80 Plus Gold ・Fractal Torrent Gray E-ATX Mid Tower Case
47,Kiss Shot,Reviewed in the United States on 26 November 2023,5,Si quieres jugar un poco y hacer cosas profesionales este seria el indicado por la distribución de núcleos que tiene.
48,Mike,Reviewed in the United States on 26 May 2023,5,"It's great, I'm using 13900k but wanted a better cpu for my 2nd PC, and it's great, especially for compute tasks and multi-threaded workloads. The raptor lake,  and forthcoming, will of course be better, but if you need the best Alder Lake CPU and can find a decent deal, it won't let you down. I'm able to cool it efficiently with a Noctua N-14 (single stack, single fan setup) and it works great."
49,BigG,Reviewed in the United States on 13 October 2023,5,Bought on sale. My rig placed in the 97 percentile. The pc is overclocked. The processor is running cool and stable. No issues yet. Would recommend
50,Nicho,Reviewed in the United States on 7 December 2023,5,Bien empacado y nuevo.
51,Zachary Tompkins,Reviewed in the United States on 25 September 2023,5,"This CPU is top quality, it is easy to install and works great for gaming, it stays cool and I have had no problems with it."
52,ashaheen,Reviewed in the United States on 5 October 2023,5,"I bought it with price lower than I7-13700, which was very good choice and happy with the decision"
53,BUTTAWORLD,Reviewed in the United States on 15 September 2023,5,I was going to go for the 13900k but I took this one for half of the price and have to tell u love it thank you
54,SouthernKraken,Reviewed in the United States on 9 July 2023,5,It's been less then 24hrs since I upgraded from an i7-8700 and could instantly tell a difference in performance. Haven't had the need to overclock since it handles streaming on twitch/kick with obs while playing games on the same PC very nicely at stock settings.
55,mike,Reviewed in Canada on 10 August 2023,5,"I've only had it about a month, but so far it is complete overkill for gaming... I haven't seen it go above 50% pushing it as hard as I can other than stress testing lol. I bought it so hopefully in 10 years it can still do some stuff hahaha."
56,Blake,Reviewed in the United States on 29 April 2023,5,"many cores, able to run multiple virtual machines with unnoticeable slowdown to other functions. Stays at 1-3% when playing games paired with a  3070. May upgrade to 13th gen later, but i really can't complain in terms of performance. Only have a dualfan/dual heatsink cpu cooler and it stays below 60 celsius at all times. Rests at about 30."
57,Nicolas Doyle,Reviewed in the United States on 24 October 2023,5,Fast shipping and great product
58,Amazon Customer,Reviewed in the United States on 19 April 2023,5,This CPU is power hungry under load but in games the CPU is fast. This also works fine for workstation workloads but this shines in gaming for sure. Also if you have the cooling this CPU can be clocked even higher for better performance. But for this you will need a decent CPU cooler.
59,babyhef62,Reviewed in the United States on 27 September 2023,5,great price easy to install
60,Sqoopi,Reviewed in the United States on 22 August 2022,5,"Now has a thin film over it. Don’t know how it receives electricity and signal from the socket on the motherboard, probably similar to wireless charging, but at least it protects the pins so less likely to damage them while handling the CPU during the build. After all CPU is the most or second mot expensive component in a PC build. Other than that, the increase in core count and speed, couple with gen 4 SSD and RTX 3090 ti, everything else is just slow"
61,Nick P Cucchiara,Reviewed in the United States on 19 October 2022,5,"Received at least a week earlier than the scheduled assessment for delivery. Not installed yet but if you look at video reviews I'm sure you know this processor is going to preform when you need it as a creator. At the moment I'm still using a 2010 year,  i7  that endured the test of time in a properly built computer. Now it's time for the i9 12900K LGA1700 creator build computer to handle photography & video production in 2022."
62,Hokshukra,Reviewed in the United States on 3 October 2023,5,Good
63,Joseph R.,Reviewed in the United States on 30 May 2023,5,"This unit is powerful for all of your needs. Just remember this thing runs really hot!!! Make sure you use a good cooling system. Otherwise, you will have thermal throttling issues."
64,Jason E,Reviewed in the United States on 23 March 2023,5,This is the fastest processor I've ever owned and with it I upgraded my entire pc.  Even though I purchased last years model it's still extremely fast and works well.. Make sure you pair this with a good motherboard otherwise it can run pretty hot.
65,Daniel W.,Reviewed in the United States on 10 July 2023,5,Could is great but. Boy does she put off some heat. Feels like a furnace under my desk
66,Matthew Schneider,Reviewed in the United States on 25 March 2023,5,"This cpu is killer and can literally handle any game you throw at it on max settings, and the same can be said for most workload programs. However I bought it back in early 2022, when it was still way overpriced for what it is now"
67,Noah,Reviewed in the United States on 18 July 2023,5,"Really fast for gaming, excellent speeds. Intel Driver software is nice too."
68,Julián Ortiz,Reviewed in the United States on 24 August 2023,5,Llegó excelente y sin problemas. Recomendado 100%
69,Chuckie,Reviewed in the United States on 10 September 2023,5,Great Processor
70,Jordie 1080,Reviewed in the United States on 12 September 2022,5,Awesome Cpu blazzzing fast !!!!!!  for gaming and other  tasks . i see that the temps for this cpu work up into the 70's and even higher 80 + my recommendation is to undervote your cpu if your just gaming that will lower temps. With good thermal paste Kingpin cooling KPX and a water cooler im getting 55-58c in gaming hope it helps.
71,Brian Klein,Reviewed in the United States on 26 June 2023,5,Not sure if I bought the best in terms of value and performance!
72,david edell,Reviewed in the United States on 15 August 2023,5,supper fast works just grate
73,jorge gonzalez,Reviewed in the United States on 9 August 2023,5,Gracias llego rapido y buen rendimiento
74,Andrea,Reviewed in the United States on 1 June 2023,5,"Potente, velocidad, gran desempeño... De verdad una gran maravilla lo que hace este procesador."
75,Emma,Reviewed in the United States on 27 February 2023,5,I found this on sale for $350. A 12th gen i9 for a comparable price to an i7 I mean the review writes itself couldn’t have been more excited to get such a great cpu for such a competitive price.
76,Jeff,Reviewed in the United States on 21 July 2022,5,The processor is amazing. Upgraded from an Intel 8700k.  Paired it with 6400 mhz DDR5 memory on a AsRock z690 Taichi motherboard  and my Nvidia EVGA 3080Ti and I'm consistently in the top 5% of benchmarks world-wide with barely any tweeks except selecting the XMP profile in my bios. Blows away anything currently AMD is offering in the same price range.
77,Mohammedfaisal695@yahoo.com,Reviewed in the United States on 26 October 2022,5,"There's nothing more to say, if you only want gaming get an i7, unless you're into emulation that's the only instance where you'll get an actual edge It runs pretttty hot as it takes over 250 watts if it can, in my case over 270 so keep that in mind"
78,Alexander Gomez,Reviewed in the United States on 11 June 2022,5,"Llevaba 10 años trabajando con Xeon, y tengo que aclarar que han sido procesadores excelentes y duraderos, pero necesitaba actualizarme a un procesador que fuera más rápido y he tomado la desición correcta con este i9. Trabajo en diseño en general, edición de vídeo, animación y 3D, donde existe un beneficio gracias a su potencia, todo se mueve como mantequilla."
79,kevin c stewart,Reviewed in the United States on 1 April 2023,5,This was a huge upgrade to my system for good price. Im back into the modern pc world. Win 11 runs great
80,Troy,Reviewed in the United States on 7 September 2022,5,This thing is truly impressive. It also comes in a very shiny golden container. It makes you happy the moment you open the package. As far as I have researched this is the absolute best and most powerful processor on the market as or 9/6/2022. I definitely recommend.
81,Cavustius,Reviewed in the United States on 18 February 2022,5,"I love this processor, it can handle anything I throw at it. The only thing I was concerned with, is that I bought it 'new', but the stickers were peeled off the Intel 12900k box, so I am not sure what was up with that, it looked like it still had the safety seal on it though, but at least it works."
82,Douski,Reviewed in the United States on 26 November 2022,5,"It will handle all your multitasking needs with ease, even while gaming. Only con I can think of is that it does run very hot so you'll need a high end cooler to get the best performance"
83,Jp,Reviewed in the United States on 9 September 2022,5,"I'm very satisfied with this processor, I've used Intel for many years now and I've never had any problems with them. Looking back when I first started computer gaming, I was gaming on a 386 dx66 that I bought from Mongomery Wards...lol.."
84,Kelly Clubb,Reviewed in the United States on 21 December 2022,5,I absolutely love the gold packaging this came in. The product works as intended and it's worth every penny considering how much cheaper it is than the MSRP.
85,Wahub,Reviewed in the United States on 19 November 2022,5,"I Did install it on ASUS ROG Maximus Z690 Formula(WiFi 6E)LGA1700, the motherboard is already high price unworthy money & CPU is overpriced, but it has great performance overall, Thanks to the seller is trusted!"
86,Luis,Reviewed in the United States on 22 November 2022,5,"Es un punto de equilibrio entre rendimiento y temperatura, preferi el de 12th sobre el 13th  por un rendimiento de temperatura y consumo perfecto para los tiempos actuales, en resumen una excelente compra"
87,Ahmad,Reviewed in Canada on 7 April 2023,5,great CPU but it was running hot for me but still great product..
88,The Real experience,Reviewed in the United States on 2 May 2023,5,Working very good. Thanks
89,Dave,Reviewed in Canada on 9 January 2022,5,"Chews through productivity tasks, single fastest single core you can get, bundled with best in class game performance. What else do you need? Only caution I would say is make sure your new motherboard supports sli if you are bringing a multi GPU set up over. Most Z690 boards don’t from my knowledge,"
90,MR sld,Reviewed in the United States on 30 March 2023,5,This thing us fast and rock solid love it!!!
91,Leon Debita,Reviewed in the United States on 8 December 2022,5,Really really great product. Very fast! Just make sure you have sufficient cooling for this beast as it’s a hot one
92,Juan Martinez,Reviewed in the United States on 14 April 2023,5,Good quality
93,Edwin valverde,Reviewed in the United States on 11 September 2022,5,"/gran procesador para juegos y demas funciones de la pc, solo se debe tomar en consideracion que es un procesador muy caliente y requiere un buen enfriador 9/10"
94,MARGIE ROWE,Reviewed in the United States on 2 April 2023,5,great seller works perfect
95,tjc,Reviewed in the United States on 27 November 2022,5,this will definitely take me through at least four years - great processor for my new build
96,ShaneJ,Reviewed in the United States on 12 May 2022,5,"Good ole Intel, simple install, reliable CPU Good performance increase over my previous CPU. Packaging is a little bling, could be half the size, which would make for cheaper packaging and lower courier costs."
97,Matt,Reviewed in the United States on 20 September 2022,5,"High price, but high performance. Great processor but needs a serious cooler otherwise it will thermal cutback and slow down."
98,Oly Fish,Reviewed in the United States on 10 September 2022,5,I had  high hopes for this sucker and it delivers. Ya gotta water cool it  it runs hot~!!!
99,JOHN SONNIER,Reviewed in the United States on 19 March 2023,5,nice match
100,giorgi,Reviewed in the United States on 3 February 2023,5,This is a good product
101,Amazon Customer,"Reviewed in the United States on August 7, 2022",5,"Got the i9 to go in my new rig. First time building from scratch. The manufacturer's install nstructions didn't mention that the base bracket goes underneath the MB. I thought it was just there to protect the cooler during shipment. Nothing to do with the seller.  But thank goodness I didn't throw it out. Once I figured that out, the install went smooth and Mobo recognized the cpu and stock cooler. Cpu and cooler arrived on time and good packaging. No complaints."
102,Pasca,"Reviewed in the United States on January 29, 2023",5,"Easy to install. Comes with a CPU cooler, but we chose a more robust cooler."
103,Smart Shopper,"Reviewed in the United States on April 28, 2023",5," recently got my hands on the Intel Core i9-12900K Desktop Processor, and I have to say, I am blown away by its performance. This processor is an absolute powerhouse, with 16 cores (8P+8E) and speeds of up to 5.2 GHz. It's also unlocked, which means I can push its limits even further if I want to.

Installing the processor was easy enough, although I did have to make sure my motherboard was compatible with the LGA1700 socket and 600 series chipset. Once I had everything set up, I fired up my favorite games and applications to see how the processor would perform.

The results were nothing short of impressive. The i9-12900K chewed through every task I threw at it with ease, from demanding video editing software to the latest AAA games. I was able to multitask without any lag or slowdowns, and my system felt incredibly responsive and snappy.

The processor also runs surprisingly cool, even under heavy load. I did notice a slight increase in power consumption compared to my old processor, but it's a small price to pay for the sheer performance boost.

Overall, I am extremely satisfied with the Intel Core i9-12900K Desktop Processor. If you're a power user or a gamer who demands the best performance, this processor is definitely worth considering. It's not cheap, but in my opinion, it's worth every penny for the sheer power and speed it delivers."
